JugadorX,JugadorY,ObstaculoX,ObstaculoY,Velocidad,DistanciaX,Izquierda,Quieto,Derecha
275,350,338,300,10,63,0,1,0
275,350,338,310,10,63,0,1,0
275,350,338,320,10,63,0,1,0
275,350,338,330,10,63,0,1,0
275,350,338,340,10,63,0,1,0
275,350,338,350,10,63,0,1,0
275,350,338,360,10,63,0,1,0
275,350,338,370,10,63,0,1,0
275,350,338,380,10,63,0,1,0
275,350,338,390,10,63,0,1,0
275,350,338,400,10,63,0,1,0
275,350,122,0,10,153,0,1,0
275,350,122,10,10,153,0,1,0
275,350,122,20,10,153,0,1,0
275,350,122,30,10,153,0,1,0
275,350,122,40,10,153,0,1,0
275,350,122,50,10,153,0,1,0
275,350,122,60,10,153,0,1,0
275,350,122,70,10,153,0,1,0
275,350,122,80,10,153,0,1,0
275,350,122,90,10,153,0,1,0
275,350,122,100,10,153,0,1,0
275,350,122,110,10,153,0,1,0
275,350,122,120,10,153,0,1,0
275,350,122,130,10,153,0,1,0
275,350,122,140,10,153,0,1,0
275,350,122,150,10,153,0,1,0
275,350,122,160,10,153,0,1,0
275,350,122,170,10,153,0,1,0
275,350,122,180,10,153,0,1,0
275,350,122,190,10,153,0,1,0
275,350,122,200,10,153,0,1,0
275,350,122,210,10,153,0,1,0
275,350,122,220,10,153,0,1,0
275,350,122,230,10,153,0,1,0
275,350,122,240,10,153,0,1,0
275,350,122,250,10,153,0,1,0
275,350,122,260,10,153,0,1,0
275,350,122,270,10,153,0,1,0
275,350,122,280,10,153,0,1,0
275,350,122,290,10,153,0,1,0
275,350,122,300,10,153,0,1,0
275,350,122,310,10,153,0,1,0
275,350,122,320,10,153,0,1,0
275,350,122,330,10,153,0,1,0
275,350,122,340,10,153,0,1,0
275,350,122,350,10,153,0,1,0
275,350,122,360,10,153,0,1,0
275,350,122,370,10,153,0,1,0
275,350,122,380,10,153,0,1,0
275,350,122,390,10,153,0,1,0
275,350,122,400,10,153,0,1,0
275,350,175,0,10,100,0,1,0
275,350,175,10,10,100,0,1,0
275,350,175,20,10,100,0,1,0
275,350,175,30,10,100,0,1,0
275,350,175,40,10,100,0,1,0
275,350,175,50,10,100,0,1,0
275,350,175,60,10,100,0,1,0
275,350,175,70,10,100,0,1,0
275,350,175,80,10,100,0,1,0
275,350,175,90,10,100,0,1,0
275,350,175,100,10,100,0,1,0
275,350,175,110,10,100,0,1,0
275,350,175,120,10,100,0,1,0
275,350,175,130,10,100,0,1,0
275,350,175,140,10,100,0,1,0
275,350,175,150,10,100,0,1,0
275,350,175,160,10,100,0,1,0
275,350,175,170,10,100,0,1,0
275,350,175,180,10,100,0,1,0
275,350,175,190,10,100,0,1,0
275,350,175,200,10,100,0,1,0
275,350,175,210,10,100,0,1,0
275,350,175,220,10,100,0,1,0
275,350,175,230,10,100,0,1,0
275,350,175,240,10,100,0,1,0
275,350,175,250,10,100,0,1,0
275,350,175,260,10,100,0,1,0
275,350,175,270,10,100,0,1,0
275,350,175,280,10,100,0,1,0
275,350,175,290,10,100,0,1,0
285,350,175,300,10,110,0,0,1
295,350,175,310,10,120,0,0,1
305,350,175,320,10,130,0,0,1
315,350,175,330,10,140,0,0,1
325,350,175,340,10,150,0,0,1
335,350,175,350,10,160,0,0,1
345,350,175,360,10,170,0,0,1
355,350,175,370,10,180,0,0,1
365,350,175,380,10,190,0,0,1
375,350,175,390,10,200,0,0,1
385,350,175,400,10,210,0,0,1
395,350,14,0,10,381,0,0,1
405,350,14,10,10,391,0,0,1
415,350,14,20,10,401,0,0,1
425,350,14,30,10,411,0,0,1
425,350,14,40,10,411,0,1,0
425,350,14,50,10,411,0,1,0
425,350,14,60,10,411,0,1,0
425,350,14,70,10,411,0,1,0
425,350,14,80,10,411,0,1,0
425,350,14,90,10,411,0,1,0
425,350,14,100,10,411,0,1,0
425,350,14,110,10,411,0,1,0
425,350,14,120,10,411,0,1,0
425,350,14,130,10,411,0,1,0
425,350,14,140,10,411,0,1,0
425,350,14,150,10,411,0,1,0
425,350,14,160,10,411,0,1,0
425,350,14,170,10,411,0,1,0
415,350,14,180,10,401,1,0,0
405,350,14,190,10,391,1,0,0
395,350,14,200,10,381,1,0,0
385,350,14,210,10,371,1,0,0
375,350,14,220,10,361,1,0,0
365,350,14,230,10,351,1,0,0
355,350,14,240,10,341,1,0,0
345,350,14,250,10,331,1,0,0
335,350,14,260,10,321,1,0,0
325,350,14,270,10,311,1,0,0
315,350,14,280,10,301,1,0,0
305,350,14,290,10,291,1,0,0
295,350,14,300,10,281,1,0,0
285,350,14,310,10,271,1,0,0
275,350,14,320,10,261,1,0,0
265,350,14,330,10,251,1,0,0
255,350,14,340,10,241,1,0,0
255,350,14,350,10,241,0,1,0
255,350,14,360,10,241,0,1,0
255,350,14,370,10,241,0,1,0
255,350,14,380,10,241,0,1,0
255,350,14,390,10,241,0,1,0
255,350,14,400,10,241,0,1,0
255,350,303,0,10,48,0,1,0
255,350,303,10,10,48,0,1,0
255,350,303,20,10,48,0,1,0
255,350,303,30,10,48,0,1,0
255,350,303,40,10,48,0,1,0
255,350,303,50,10,48,0,1,0
255,350,303,60,10,48,0,1,0
255,350,303,70,10,48,0,1,0
255,350,303,80,10,48,0,1,0
255,350,303,90,10,48,0,1,0
255,350,303,100,10,48,0,1,0
255,350,303,110,10,48,0,1,0
255,350,303,120,10,48,0,1,0
255,350,303,130,10,48,0,1,0
255,350,303,140,10,48,0,1,0
255,350,303,150,10,48,0,1,0
255,350,303,160,10,48,0,1,0
255,350,303,170,10,48,0,1,0
255,350,303,180,10,48,0,1,0
255,350,303,190,10,48,0,1,0
255,350,303,200,10,48,0,1,0
255,350,303,210,10,48,0,1,0
255,350,303,220,10,48,0,1,0
255,350,303,230,10,48,0,1,0
255,350,303,240,10,48,0,1,0
255,350,303,250,10,48,0,1,0
255,350,303,260,10,48,0,1,0
255,350,303,270,10,48,0,1,0
255,350,303,280,10,48,0,1,0
255,350,303,290,10,48,0,1,0
255,350,303,300,10,48,0,1,0
275,350,78,0,10,197,0,1,0
275,350,78,10,10,197,0,1,0
275,350,78,20,10,197,0,1,0
275,350,78,30,10,197,0,1,0
275,350,78,40,10,197,0,1,0
275,350,78,50,10,197,0,1,0
275,350,78,60,10,197,0,1,0
275,350,78,70,10,197,0,1,0
275,350,78,80,10,197,0,1,0
275,350,78,90,10,197,0,1,0
275,350,78,100,10,197,0,1,0
275,350,78,110,10,197,0,1,0
275,350,78,120,10,197,0,1,0
275,350,78,130,10,197,0,1,0
275,350,78,140,10,197,0,1,0
275,350,78,150,10,197,0,1,0
275,350,78,160,10,197,0,1,0
275,350,78,170,10,197,0,1,0
275,350,78,180,10,197,0,1,0
275,350,78,190,10,197,0,1,0
275,350,78,200,10,197,0,1,0
275,350,78,210,10,197,0,1,0
275,350,78,220,10,197,0,1,0
275,350,78,230,10,197,0,1,0
275,350,78,240,10,197,0,1,0
275,350,78,250,10,197,0,1,0
275,350,78,260,10,197,0,1,0
275,350,78,270,10,197,0,1,0
275,350,78,280,10,197,0,1,0
275,350,78,290,10,197,0,1,0
275,350,78,300,10,197,0,1,0
275,350,78,310,10,197,0,1,0
275,350,78,320,10,197,0,1,0
275,350,78,330,10,197,0,1,0
275,350,78,340,10,197,0,1,0
275,350,78,350,10,197,0,1,0
275,350,78,360,10,197,0,1,0
275,350,78,370,10,197,0,1,0
275,350,78,380,10,197,0,1,0
275,350,78,390,10,197,0,1,0
275,350,78,400,10,197,0,1,0
275,350,464,0,10,189,0,1,0
275,350,464,10,10,189,0,1,0
275,350,464,20,10,189,0,1,0
275,350,464,30,10,189,0,1,0
275,350,464,40,10,189,0,1,0
275,350,464,50,10,189,0,1,0
275,350,464,60,10,189,0,1,0
275,350,464,70,10,189,0,1,0
275,350,464,80,10,189,0,1,0
275,350,464,90,10,189,0,1,0
275,350,464,100,10,189,0,1,0
275,350,464,110,10,189,0,1,0
275,350,464,120,10,189,0,1,0
275,350,464,130,10,189,0,1,0
275,350,464,140,10,189,0,1,0
275,350,464,150,10,189,0,1,0
275,350,464,160,10,189,0,1,0
275,350,464,170,10,189,0,1,0
275,350,464,180,10,189,0,1,0
275,350,464,190,10,189,0,1,0
275,350,464,200,10,189,0,1,0
275,350,464,210,10,189,0,1,0
275,350,464,220,10,189,0,1,0
275,350,464,230,10,189,0,1,0
275,350,464,240,10,189,0,1,0
275,350,464,250,10,189,0,1,0
275,350,464,260,10,189,0,1,0
275,350,464,270,10,189,0,1,0
275,350,464,280,10,189,0,1,0
275,350,464,290,10,189,0,1,0
275,350,464,300,10,189,0,1,0
275,350,464,310,10,189,0,1,0
275,350,464,320,10,189,0,1,0
275,350,464,330,10,189,0,1,0
275,350,464,340,10,189,0,1,0
275,350,464,350,10,189,0,1,0
275,350,464,360,10,189,0,1,0
275,350,464,370,10,189,0,1,0
275,350,464,380,10,189,0,1,0
275,350,464,390,10,189,0,1,0
275,350,464,400,10,189,0,1,0
275,350,239,0,10,36,0,1,0
275,350,239,10,10,36,0,1,0
275,350,239,20,10,36,0,1,0
275,350,239,30,10,36,0,1,0
275,350,239,40,10,36,0,1,0
275,350,239,50,10,36,0,1,0
275,350,239,60,10,36,0,1,0
275,350,239,70,10,36,0,1,0
275,350,239,80,10,36,0,1,0
275,350,239,90,10,36,0,1,0
275,350,239,100,10,36,0,1,0
275,350,239,110,10,36,0,1,0
275,350,239,120,10,36,0,1,0
275,350,239,130,10,36,0,1,0
275,350,239,140,10,36,0,1,0
275,350,239,150,10,36,0,1,0
275,350,239,160,10,36,0,1,0
275,350,239,170,10,36,0,1,0
275,350,239,180,10,36,0,1,0
275,350,239,190,10,36,0,1,0
275,350,239,200,10,36,0,1,0
275,350,239,210,10,36,0,1,0
275,350,239,220,10,36,0,1,0
275,350,239,230,10,36,0,1,0
275,350,239,240,10,36,0,1,0
275,350,239,250,10,36,0,1,0
275,350,239,260,10,36,0,1,0
275,350,239,270,10,36,0,1,0
275,350,239,280,10,36,0,1,0
275,350,239,290,10,36,0,1,0
275,350,239,300,10,36,0,1,0
275,350,156,0,10,119,0,1,0
275,350,156,10,10,119,0,1,0
275,350,156,20,10,119,0,1,0
275,350,156,30,10,119,0,1,0
275,350,156,40,10,119,0,1,0
275,350,156,50,10,119,0,1,0
275,350,156,60,10,119,0,1,0
275,350,156,70,10,119,0,1,0
275,350,156,80,10,119,0,1,0
275,350,156,90,10,119,0,1,0
275,350,156,100,10,119,0,1,0
275,350,156,110,10,119,0,1,0
275,350,156,120,10,119,0,1,0
275,350,156,130,10,119,0,1,0
275,350,156,140,10,119,0,1,0
275,350,156,150,10,119,0,1,0
275,350,156,160,10,119,0,1,0
275,350,156,170,10,119,0,1,0
275,350,156,180,10,119,0,1,0
275,350,156,190,10,119,0,1,0
275,350,156,200,10,119,0,1,0
275,350,156,210,10,119,0,1,0
275,350,156,220,10,119,0,1,0
275,350,156,230,10,119,0,1,0
275,350,156,240,10,119,0,1,0
275,350,156,250,10,119,0,1,0
275,350,156,260,10,119,0,1,0
275,350,156,270,10,119,0,1,0
275,350,156,280,10,119,0,1,0
275,350,156,290,10,119,0,1,0
275,350,156,300,10,119,0,1,0
275,350,156,310,10,119,0,1,0
275,350,156,320,10,119,0,1,0
275,350,156,330,10,119,0,1,0
275,350,156,340,10,119,0,1,0
275,350,156,350,10,119,0,1,0
275,350,156,360,10,119,0,1,0
275,350,156,370,10,119,0,1,0
275,350,156,380,10,119,0,1,0
275,350,156,390,10,119,0,1,0
275,350,156,400,10,119,0,1,0
275,350,297,0,10,22,0,1,0
275,350,297,10,10,22,0,1,0
275,350,297,20,10,22,0,1,0
275,350,297,30,10,22,0,1,0
275,350,297,40,10,22,0,1,0
275,350,297,50,10,22,0,1,0
275,350,297,60,10,22,0,1,0
275,350,297,70,10,22,0,1,0
275,350,297,80,10,22,0,1,0
275,350,297,90,10,22,0,1,0
275,350,297,100,10,22,0,1,0
275,350,297,110,10,22,0,1,0
275,350,297,120,10,22,0,1,0
275,350,297,130,10,22,0,1,0
275,350,297,140,10,22,0,1,0
275,350,297,150,10,22,0,1,0
275,350,297,160,10,22,0,1,0
275,350,297,170,10,22,0,1,0
275,350,297,180,10,22,0,1,0
275,350,297,190,10,22,0,1,0
275,350,297,200,10,22,0,1,0
275,350,297,210,10,22,0,1,0
275,350,297,220,10,22,0,1,0
275,350,297,230,10,22,0,1,0
275,350,297,240,10,22,0,1,0
275,350,297,250,10,22,0,1,0
275,350,297,260,10,22,0,1,0
275,350,297,270,10,22,0,1,0
275,350,297,280,10,22,0,1,0
275,350,297,290,10,22,0,1,0
275,350,297,300,10,22,0,1,0
275,350,70,0,10,205,0,1,0
275,350,70,10,10,205,0,1,0
275,350,70,20,10,205,0,1,0
275,350,70,30,10,205,0,1,0
275,350,70,40,10,205,0,1,0
275,350,70,50,10,205,0,1,0
275,350,70,60,10,205,0,1,0
275,350,70,70,10,205,0,1,0
275,350,70,80,10,205,0,1,0
275,350,70,90,10,205,0,1,0
275,350,70,100,10,205,0,1,0
275,350,70,110,10,205,0,1,0
275,350,70,120,10,205,0,1,0
275,350,70,130,10,205,0,1,0
275,350,70,140,10,205,0,1,0
275,350,70,150,10,205,0,1,0
275,350,70,160,10,205,0,1,0
275,350,70,170,10,205,0,1,0
275,350,70,180,10,205,0,1,0
275,350,70,190,10,205,0,1,0
275,350,70,200,10,205,0,1,0
275,350,70,210,10,205,0,1,0
275,350,70,220,10,205,0,1,0
275,350,70,230,10,205,0,1,0
275,350,70,240,10,205,0,1,0
275,350,70,250,10,205,0,1,0
275,350,70,260,10,205,0,1,0
275,350,70,270,10,205,0,1,0
275,350,70,280,10,205,0,1,0
275,350,70,290,10,205,0,1,0
275,350,70,300,10,205,0,1,0
275,350,70,310,10,205,0,1,0
275,350,70,320,10,205,0,1,0
275,350,70,330,10,205,0,1,0
275,350,70,340,10,205,0,1,0
275,350,70,350,10,205,0,1,0
275,350,70,360,10,205,0,1,0
275,350,70,370,10,205,0,1,0
275,350,70,380,10,205,0,1,0
275,350,70,390,10,205,0,1,0
275,350,70,400,10,205,0,1,0
275,350,458,0,10,183,0,1,0
275,350,458,10,10,183,0,1,0
275,350,458,20,10,183,0,1,0
275,350,458,30,10,183,0,1,0
275,350,458,40,10,183,0,1,0
265,350,458,50,10,193,1,0,0
255,350,458,60,10,203,1,0,0
255,350,458,70,10,203,0,1,0
255,350,458,80,10,203,0,1,0
255,350,458,90,10,203,0,1,0
255,350,458,100,10,203,0,1,0
255,350,458,110,10,203,0,1,0
255,350,458,120,10,203,0,1,0
255,350,458,130,10,203,0,1,0
245,350,458,140,10,213,1,0,0
235,350,458,150,10,223,1,0,0
225,350,458,160,10,233,1,0,0
215,350,458,170,10,243,1,0,0
205,350,458,180,10,253,1,0,0
205,350,458,190,10,253,0,1,0
205,350,458,200,10,253,0,1,0
205,350,458,210,10,253,0,1,0
205,350,458,220,10,253,0,1,0
205,350,458,230,10,253,0,1,0
205,350,458,240,10,253,0,1,0
205,350,458,250,10,253,0,1,0
205,350,458,260,10,253,0,1,0
205,350,458,270,10,253,0,1,0
205,350,458,280,10,253,0,1,0
205,350,458,290,10,253,0,1,0
205,350,458,300,10,253,0,1,0
205,350,458,310,10,253,0,1,0
205,350,458,320,10,253,0,1,0
205,350,458,330,10,253,0,1,0
205,350,458,340,10,253,0,1,0
205,350,458,350,10,253,0,1,0
205,350,458,360,10,253,0,1,0
205,350,458,370,10,253,0,1,0
205,350,458,380,10,253,0,1,0
205,350,458,390,10,253,0,1,0
205,350,458,400,10,253,0,1,0
205,350,254,0,10,49,0,1,0
205,350,254,10,10,49,0,1,0
205,350,254,20,10,49,0,1,0
205,350,254,30,10,49,0,1,0
205,350,254,40,10,49,0,1,0
205,350,254,50,10,49,0,1,0
205,350,254,60,10,49,0,1,0
205,350,254,70,10,49,0,1,0
205,350,254,80,10,49,0,1,0
205,350,254,90,10,49,0,1,0
205,350,254,100,10,49,0,1,0
205,350,254,110,10,49,0,1,0
215,350,254,120,10,39,0,0,1
225,350,254,130,10,29,0,0,1
235,350,254,140,10,19,0,0,1
245,350,254,150,10,9,0,0,1
255,350,254,160,10,1,0,0,1
265,350,254,170,10,11,0,0,1
275,350,254,180,10,21,0,0,1
285,350,254,190,10,31,0,0,1
295,350,254,200,10,41,0,0,1
305,350,254,210,10,51,0,0,1
315,350,254,220,10,61,0,0,1
325,350,254,230,10,71,0,0,1
335,350,254,240,10,81,0,0,1
345,350,254,250,10,91,0,0,1
355,350,254,260,10,101,0,0,1
365,350,254,270,10,111,0,0,1
375,350,254,280,10,121,0,0,1
385,350,254,290,10,131,0,0,1
385,350,254,300,10,131,0,1,0
385,350,254,310,10,131,0,1,0
385,350,254,320,10,131,0,1,0
385,350,254,330,10,131,0,1,0
385,350,254,340,10,131,0,1,0
385,350,254,350,10,131,0,1,0
385,350,254,360,10,131,0,1,0
385,350,254,370,10,131,0,1,0
385,350,254,380,10,131,0,1,0
385,350,254,390,10,131,0,1,0
385,350,254,400,10,131,0,1,0
385,350,470,0,10,85,0,1,0
385,350,470,10,10,85,0,1,0
385,350,470,20,10,85,0,1,0
385,350,470,30,10,85,0,1,0
385,350,470,40,10,85,0,1,0
385,350,470,50,10,85,0,1,0
385,350,470,60,10,85,0,1,0
385,350,470,70,10,85,0,1,0
375,350,470,80,10,95,1,0,0
365,350,470,90,10,105,1,0,0
355,350,470,100,10,115,1,0,0
345,350,470,110,10,125,1,0,0
335,350,470,120,10,135,1,0,0
325,350,470,130,10,145,1,0,0
315,350,470,140,10,155,1,0,0
305,350,470,150,10,165,1,0,0
295,350,470,160,10,175,1,0,0
285,350,470,170,10,185,1,0,0
275,350,470,180,10,195,1,0,0
265,350,470,190,10,205,1,0,0
255,350,470,200,10,215,1,0,0
255,350,470,210,10,215,0,1,0
255,350,470,220,10,215,0,1,0
255,350,470,230,10,215,0,1,0
255,350,470,240,10,215,0,1,0
255,350,470,250,10,215,0,1,0
255,350,470,260,10,215,0,1,0
255,350,470,270,10,215,0,1,0
255,350,470,280,10,215,0,1,0
255,350,470,290,10,215,0,1,0
255,350,470,300,10,215,0,1,0
255,350,470,310,10,215,0,1,0
255,350,470,320,10,215,0,1,0
255,350,470,330,10,215,0,1,0
255,350,470,340,10,215,0,1,0
255,350,470,350,10,215,0,1,0
255,350,470,360,10,215,0,1,0
255,350,470,370,10,215,0,1,0
255,350,470,380,10,215,0,1,0
255,350,470,390,10,215,0,1,0
255,350,470,400,10,215,0,1,0
255,350,253,0,10,2,0,1,0
255,350,253,10,10,2,0,1,0
255,350,253,20,10,2,0,1,0
255,350,253,30,10,2,0,1,0
255,350,253,40,10,2,0,1,0
255,350,253,50,10,2,0,1,0
255,350,253,60,10,2,0,1,0
255,350,253,70,10,2,0,1,0
255,350,253,80,10,2,0,1,0
255,350,253,90,10,2,0,1,0
255,350,253,100,10,2,0,1,0
255,350,253,110,10,2,0,1,0
265,350,253,120,10,12,0,0,1
275,350,253,130,10,22,0,0,1
285,350,253,140,10,32,0,0,1
295,350,253,150,10,42,0,0,1
305,350,253,160,10,52,0,0,1
315,350,253,170,10,62,0,0,1
325,350,253,180,10,72,0,0,1
335,350,253,190,10,82,0,0,1
345,350,253,200,10,92,0,0,1
355,350,253,210,10,102,0,0,1
365,350,253,220,10,112,0,0,1
375,350,253,230,10,122,0,0,1
385,350,253,240,10,132,0,0,1
395,350,253,250,10,142,0,0,1
405,350,253,260,10,152,0,0,1
405,350,253,270,10,152,0,1,0
405,350,253,280,10,152,0,1,0
405,350,253,290,10,152,0,1,0
405,350,253,300,10,152,0,1,0
405,350,253,310,10,152,0,1,0
405,350,253,320,10,152,0,1,0
405,350,253,330,10,152,0,1,0
405,350,253,340,10,152,0,1,0
405,350,253,350,10,152,0,1,0
405,350,253,360,10,152,0,1,0
405,350,253,370,10,152,0,1,0
405,350,253,380,10,152,0,1,0
405,350,253,390,10,152,0,1,0
405,350,253,400,10,152,0,1,0
405,350,397,0,10,8,0,1,0
405,350,397,10,10,8,0,1,0
405,350,397,20,10,8,0,1,0
405,350,397,30,10,8,0,1,0
405,350,397,40,10,8,0,1,0
405,350,397,50,10,8,0,1,0
405,350,397,60,10,8,0,1,0
395,350,397,70,10,2,1,0,0
385,350,397,80,10,12,1,0,0
375,350,397,90,10,22,1,0,0
365,350,397,100,10,32,1,0,0
355,350,397,110,10,42,1,0,0
345,350,397,120,10,52,1,0,0
335,350,397,130,10,62,1,0,0
325,350,397,140,10,72,1,0,0
315,350,397,150,10,82,1,0,0
305,350,397,160,10,92,1,0,0
295,350,397,170,10,102,1,0,0
285,350,397,180,10,112,1,0,0
275,350,397,190,10,122,1,0,0
265,350,397,200,10,132,1,0,0
255,350,397,210,10,142,1,0,0
245,350,397,220,10,152,1,0,0
245,350,397,230,10,152,0,1,0
245,350,397,240,10,152,0,1,0
245,350,397,250,10,152,0,1,0
245,350,397,260,10,152,0,1,0
245,350,397,270,10,152,0,1,0
245,350,397,280,10,152,0,1,0
245,350,397,290,10,152,0,1,0
245,350,397,300,10,152,0,1,0
245,350,397,310,10,152,0,1,0
245,350,397,320,10,152,0,1,0
245,350,397,330,10,152,0,1,0
245,350,397,340,10,152,0,1,0
245,350,397,350,10,152,0,1,0
245,350,397,360,10,152,0,1,0
245,350,397,370,10,152,0,1,0
245,350,397,380,10,152,0,1,0
