JugadorX,JugadorY,ObstaculoX,ObstaculoY,Velocidad,DistanciaX,Izquierda,Quieto,Derecha
365,350,537,170,10,172,0,1,0
365,350,537,180,10,172,0,1,0
365,350,537,190,10,172,0,1,0
365,350,537,200,10,172,0,1,0
365,350,537,210,10,172,0,1,0
365,350,537,220,10,172,0,1,0
365,350,537,230,10,172,0,1,0
365,350,537,240,10,172,0,1,0
365,350,537,250,10,172,0,1,0
365,350,537,260,10,172,0,1,0
365,350,537,270,10,172,0,1,0
365,350,537,280,10,172,0,1,0
365,350,537,290,10,172,0,1,0
365,350,537,300,10,172,0,1,0
365,350,537,310,10,172,0,1,0
365,350,537,320,10,172,0,1,0
365,350,537,330,10,172,0,1,0
365,350,537,340,10,172,0,1,0
365,350,537,350,10,172,0,1,0
365,350,537,360,10,172,0,1,0
365,350,537,370,10,172,0,1,0
365,350,537,380,10,172,0,1,0
365,350,537,390,10,172,0,1,0
365,350,537,400,10,172,0,1,0
365,350,357,0,10,8,0,1,0
365,350,357,10,10,8,0,1,0
365,350,357,20,10,8,0,1,0
365,350,357,30,10,8,0,1,0
365,350,357,40,10,8,0,1,0
365,350,357,50,10,8,0,1,0
365,350,357,60,10,8,0,1,0
365,350,357,70,10,8,0,1,0
365,350,357,80,10,8,0,1,0
365,350,357,90,10,8,0,1,0
365,350,357,100,10,8,0,1,0
365,350,357,110,10,8,0,1,0
365,350,357,120,10,8,0,1,0
365,350,357,130,10,8,0,1,0
365,350,357,140,10,8,0,1,0
365,350,357,150,10,8,0,1,0
375,350,357,160,10,18,0,0,1
385,350,357,170,10,28,0,0,1
395,350,357,180,10,38,0,0,1
405,350,357,190,10,48,0,0,1
395,350,357,200,10,38,1,0,0
385,350,357,210,10,28,1,0,0
375,350,357,220,10,18,1,0,0
365,350,357,230,10,8,1,0,0
365,350,357,240,10,8,0,1,0
365,350,357,250,10,8,0,1,0
365,350,357,260,10,8,0,1,0
365,350,357,270,10,8,0,1,0
365,350,357,280,10,8,0,1,0
365,350,357,290,10,8,0,1,0
355,350,357,300,10,2,1,0,0
275,350,237,0,10,38,0,1,0
275,350,237,10,10,38,0,1,0
275,350,237,20,10,38,0,1,0
275,350,237,30,10,38,0,1,0
275,350,237,40,10,38,0,1,0
275,350,237,50,10,38,0,1,0
275,350,237,60,10,38,0,1,0
275,350,237,70,10,38,0,1,0
275,350,237,80,10,38,0,1,0
275,350,237,90,10,38,0,1,0
275,350,237,100,10,38,0,1,0
275,350,237,110,10,38,0,1,0
275,350,237,120,10,38,0,1,0
275,350,237,130,10,38,0,1,0
275,350,237,140,10,38,0,1,0
275,350,237,150,10,38,0,1,0
275,350,237,160,10,38,0,1,0
275,350,237,170,10,38,0,1,0
275,350,237,180,10,38,0,1,0
275,350,237,190,10,38,0,1,0
275,350,237,200,10,38,0,1,0
275,350,237,210,10,38,0,1,0
265,350,237,220,10,28,1,0,0
255,350,237,230,10,18,1,0,0
245,350,237,240,10,8,1,0,0
235,350,237,250,10,2,1,0,0
235,350,237,260,10,2,0,1,0
235,350,237,270,10,2,0,1,0
235,350,237,280,10,2,0,1,0
235,350,237,290,10,2,0,1,0
245,350,237,300,10,8,0,0,1
275,350,38,0,10,237,0,1,0
275,350,38,10,10,237,0,1,0
275,350,38,20,10,237,0,1,0
275,350,38,30,10,237,0,1,0
275,350,38,40,10,237,0,1,0
275,350,38,50,10,237,0,1,0
275,350,38,60,10,237,0,1,0
275,350,38,70,10,237,0,1,0
275,350,38,80,10,237,0,1,0
275,350,38,90,10,237,0,1,0
275,350,38,100,10,237,0,1,0
275,350,38,110,10,237,0,1,0
275,350,38,120,10,237,0,1,0
275,350,38,130,10,237,0,1,0
275,350,38,140,10,237,0,1,0
275,350,38,150,10,237,0,1,0
275,350,38,160,10,237,0,1,0
275,350,38,170,10,237,0,1,0
275,350,38,180,10,237,0,1,0
275,350,38,190,10,237,0,1,0
275,350,38,200,10,237,0,1,0
275,350,38,210,10,237,0,1,0
285,350,38,220,10,247,0,0,1
295,350,38,230,10,257,0,0,1
305,350,38,240,10,267,0,0,1
315,350,38,250,10,277,0,0,1
325,350,38,260,10,287,0,0,1
335,350,38,270,10,297,0,0,1
345,350,38,280,10,307,0,0,1
355,350,38,290,10,317,0,0,1
365,350,38,300,10,327,0,0,1
375,350,38,310,10,337,0,0,1
385,350,38,320,10,347,0,0,1
395,350,38,330,10,357,0,0,1
395,350,38,340,10,357,0,1,0
395,350,38,350,10,357,0,1,0
395,350,38,360,10,357,0,1,0
395,350,38,370,10,357,0,1,0
395,350,38,380,10,357,0,1,0
395,350,38,390,10,357,0,1,0
395,350,38,400,10,357,0,1,0
395,350,308,0,10,87,0,1,0
395,350,308,10,10,87,0,1,0
395,350,308,20,10,87,0,1,0
395,350,308,30,10,87,0,1,0
395,350,308,40,10,87,0,1,0
395,350,308,50,10,87,0,1,0
395,350,308,60,10,87,0,1,0
395,350,308,70,10,87,0,1,0
395,350,308,80,10,87,0,1,0
395,350,308,90,10,87,0,1,0
395,350,308,100,10,87,0,1,0
395,350,308,110,10,87,0,1,0
395,350,308,120,10,87,0,1,0
395,350,308,130,10,87,0,1,0
395,350,308,140,10,87,0,1,0
385,350,308,150,10,77,1,0,0
385,350,308,160,10,77,0,1,0
385,350,308,170,10,77,0,1,0
385,350,308,180,10,77,0,1,0
385,350,308,190,10,77,0,1,0
385,350,308,200,10,77,0,1,0
385,350,308,210,10,77,0,1,0
385,350,308,220,10,77,0,1,0
385,350,308,230,10,77,0,1,0
395,350,308,240,10,87,0,0,1
405,350,308,250,10,97,0,0,1
415,350,308,260,10,107,0,0,1
425,350,308,270,10,117,0,0,1
435,350,308,280,10,127,0,0,1
445,350,308,290,10,137,0,0,1
455,350,308,300,10,147,0,0,1
465,350,308,310,10,157,0,0,1
475,350,308,320,10,167,0,0,1
485,350,308,330,10,177,0,0,1
485,350,308,340,10,177,0,1,0
485,350,308,350,10,177,0,1,0
485,350,308,360,10,177,0,1,0
485,350,308,370,10,177,0,1,0
485,350,308,380,10,177,0,1,0
485,350,308,390,10,177,0,1,0
485,350,308,400,10,177,0,1,0
485,350,438,0,10,47,0,1,0
485,350,438,10,10,47,0,1,0
485,350,438,20,10,47,0,1,0
485,350,438,30,10,47,0,1,0
485,350,438,40,10,47,0,1,0
485,350,438,50,10,47,0,1,0
485,350,438,60,10,47,0,1,0
485,350,438,70,10,47,0,1,0
485,350,438,80,10,47,0,1,0
485,350,438,90,10,47,0,1,0
475,350,438,100,10,37,1,0,0
465,350,438,110,10,27,1,0,0
455,350,438,120,10,17,1,0,0
445,350,438,130,10,7,1,0,0
435,350,438,140,10,3,1,0,0
425,350,438,150,10,13,1,0,0
415,350,438,160,10,23,1,0,0
405,350,438,170,10,33,1,0,0
395,350,438,180,10,43,1,0,0
385,350,438,190,10,53,1,0,0
375,350,438,200,10,63,1,0,0
365,350,438,210,10,73,1,0,0
355,350,438,220,10,83,1,0,0
345,350,438,230,10,93,1,0,0
335,350,438,240,10,103,1,0,0
325,350,438,250,10,113,1,0,0
325,350,438,260,10,113,0,1,0
325,350,438,270,10,113,0,1,0
325,350,438,280,10,113,0,1,0
325,350,438,290,10,113,0,1,0
325,350,438,300,10,113,0,1,0
325,350,438,310,10,113,0,1,0
325,350,438,320,10,113,0,1,0
325,350,438,330,10,113,0,1,0
325,350,438,340,10,113,0,1,0
325,350,438,350,10,113,0,1,0
325,350,438,360,10,113,0,1,0
325,350,438,370,10,113,0,1,0
325,350,438,380,10,113,0,1,0
325,350,438,390,10,113,0,1,0
325,350,438,400,10,113,0,1,0
325,350,514,0,10,189,0,1,0
325,350,514,10,10,189,0,1,0
325,350,514,20,10,189,0,1,0
325,350,514,30,10,189,0,1,0
325,350,514,40,10,189,0,1,0
325,350,514,50,10,189,0,1,0
325,350,514,60,10,189,0,1,0
325,350,514,70,10,189,0,1,0
325,350,514,80,10,189,0,1,0
325,350,514,90,10,189,0,1,0
325,350,514,100,10,189,0,1,0
325,350,514,110,10,189,0,1,0
325,350,514,120,10,189,0,1,0
325,350,514,130,10,189,0,1,0
325,350,514,140,10,189,0,1,0
325,350,514,150,10,189,0,1,0
325,350,514,160,10,189,0,1,0
325,350,514,170,10,189,0,1,0
325,350,514,180,10,189,0,1,0
325,350,514,190,10,189,0,1,0
325,350,514,200,10,189,0,1,0
325,350,514,210,10,189,0,1,0
325,350,514,220,10,189,0,1,0
325,350,514,230,10,189,0,1,0
325,350,514,240,10,189,0,1,0
325,350,514,250,10,189,0,1,0
325,350,514,260,10,189,0,1,0
325,350,514,270,10,189,0,1,0
325,350,514,280,10,189,0,1,0
325,350,514,290,10,189,0,1,0
325,350,514,300,10,189,0,1,0
325,350,514,310,10,189,0,1,0
325,350,514,320,10,189,0,1,0
325,350,514,330,10,189,0,1,0
325,350,514,340,10,189,0,1,0
325,350,514,350,10,189,0,1,0
325,350,514,360,10,189,0,1,0
325,350,514,370,10,189,0,1,0
325,350,514,380,10,189,0,1,0
325,350,514,390,10,189,0,1,0
325,350,514,400,10,189,0,1,0
325,350,312,0,10,13,0,1,0
325,350,312,10,10,13,0,1,0
325,350,312,20,10,13,0,1,0
325,350,312,30,10,13,0,1,0
325,350,312,40,10,13,0,1,0
325,350,312,50,10,13,0,1,0
325,350,312,60,10,13,0,1,0
325,350,312,70,10,13,0,1,0
325,350,312,80,10,13,0,1,0
325,350,312,90,10,13,0,1,0
325,350,312,100,10,13,0,1,0
325,350,312,110,10,13,0,1,0
315,350,312,120,10,3,1,0,0
305,350,312,130,10,7,1,0,0
295,350,312,140,10,17,1,0,0
285,350,312,150,10,27,1,0,0
275,350,312,160,10,37,1,0,0
265,350,312,170,10,47,1,0,0
255,350,312,180,10,57,1,0,0
245,350,312,190,10,67,1,0,0
235,350,312,200,10,77,1,0,0
225,350,312,210,10,87,1,0,0
215,350,312,220,10,97,1,0,0
205,350,312,230,10,107,1,0,0
195,350,312,240,10,117,1,0,0
195,350,312,250,10,117,0,1,0
195,350,312,260,10,117,0,1,0
195,350,312,270,10,117,0,1,0
195,350,312,280,10,117,0,1,0
195,350,312,290,10,117,0,1,0
195,350,312,300,10,117,0,1,0
195,350,312,310,10,117,0,1,0
195,350,312,320,10,117,0,1,0
195,350,312,330,10,117,0,1,0
195,350,312,340,10,117,0,1,0
195,350,312,350,10,117,0,1,0
195,350,312,360,10,117,0,1,0
195,350,312,370,10,117,0,1,0
195,350,312,380,10,117,0,1,0
195,350,312,390,10,117,0,1,0
195,350,312,400,10,117,0,1,0
195,350,352,0,10,157,0,1,0
195,350,352,10,10,157,0,1,0
195,350,352,20,10,157,0,1,0
195,350,352,30,10,157,0,1,0
195,350,352,40,10,157,0,1,0
195,350,352,50,10,157,0,1,0
195,350,352,60,10,157,0,1,0
195,350,352,70,10,157,0,1,0
195,350,352,80,10,157,0,1,0
195,350,352,90,10,157,0,1,0
195,350,352,100,10,157,0,1,0
195,350,352,110,10,157,0,1,0
195,350,352,120,10,157,0,1,0
195,350,352,130,10,157,0,1,0
195,350,352,140,10,157,0,1,0
195,350,352,150,10,157,0,1,0
195,350,352,160,10,157,0,1,0
195,350,352,170,10,157,0,1,0
195,350,352,180,10,157,0,1,0
195,350,352,190,10,157,0,1,0
195,350,352,200,10,157,0,1,0
195,350,352,210,10,157,0,1,0
195,350,352,220,10,157,0,1,0
195,350,352,230,10,157,0,1,0
195,350,352,240,10,157,0,1,0
195,350,352,250,10,157,0,1,0
195,350,352,260,10,157,0,1,0
195,350,352,270,10,157,0,1,0
195,350,352,280,10,157,0,1,0
195,350,352,290,10,157,0,1,0
195,350,352,300,10,157,0,1,0
195,350,352,310,10,157,0,1,0
195,350,352,320,10,157,0,1,0
195,350,352,330,10,157,0,1,0
195,350,352,340,10,157,0,1,0
195,350,352,350,10,157,0,1,0
195,350,352,360,10,157,0,1,0
195,350,352,370,10,157,0,1,0
195,350,352,380,10,157,0,1,0
195,350,352,390,10,157,0,1,0
195,350,352,400,10,157,0,1,0
195,350,23,0,10,172,0,1,0
195,350,23,10,10,172,0,1,0
195,350,23,20,10,172,0,1,0
195,350,23,30,10,172,0,1,0
195,350,23,40,10,172,0,1,0
195,350,23,50,10,172,0,1,0
195,350,23,60,10,172,0,1,0
195,350,23,70,10,172,0,1,0
195,350,23,80,10,172,0,1,0
195,350,23,90,10,172,0,1,0
195,350,23,100,10,172,0,1,0
195,350,23,110,10,172,0,1,0
195,350,23,120,10,172,0,1,0
195,350,23,130,10,172,0,1,0
195,350,23,140,10,172,0,1,0
195,350,23,150,10,172,0,1,0
195,350,23,160,10,172,0,1,0
195,350,23,170,10,172,0,1,0
195,350,23,180,10,172,0,1,0
195,350,23,190,10,172,0,1,0
195,350,23,200,10,172,0,1,0
195,350,23,210,10,172,0,1,0
195,350,23,220,10,172,0,1,0
195,350,23,230,10,172,0,1,0
195,350,23,240,10,172,0,1,0
195,350,23,250,10,172,0,1,0
195,350,23,260,10,172,0,1,0
195,350,23,270,10,172,0,1,0
195,350,23,280,10,172,0,1,0
195,350,23,290,10,172,0,1,0
195,350,23,300,10,172,0,1,0
195,350,23,310,10,172,0,1,0
195,350,23,320,10,172,0,1,0
195,350,23,330,10,172,0,1,0
195,350,23,340,10,172,0,1,0
195,350,23,350,10,172,0,1,0
195,350,23,360,10,172,0,1,0
195,350,23,370,10,172,0,1,0
195,350,23,380,10,172,0,1,0
195,350,23,390,10,172,0,1,0
195,350,23,400,10,172,0,1,0
195,350,226,0,10,31,0,1,0
195,350,226,10,10,31,0,1,0
195,350,226,20,10,31,0,1,0
195,350,226,30,10,31,0,1,0
195,350,226,40,10,31,0,1,0
195,350,226,50,10,31,0,1,0
195,350,226,60,10,31,0,1,0
195,350,226,70,10,31,0,1,0
195,350,226,80,10,31,0,1,0
195,350,226,90,10,31,0,1,0
195,350,226,100,10,31,0,1,0
195,350,226,110,10,31,0,1,0
195,350,226,120,10,31,0,1,0
195,350,226,130,10,31,0,1,0
195,350,226,140,10,31,0,1,0
195,350,226,150,10,31,0,1,0
195,350,226,160,10,31,0,1,0
195,350,226,170,10,31,0,1,0
195,350,226,180,10,31,0,1,0
205,350,226,190,10,21,0,0,1
215,350,226,200,10,11,0,0,1
225,350,226,210,10,1,0,0,1
235,350,226,220,10,9,0,0,1
245,350,226,230,10,19,0,0,1
255,350,226,240,10,29,0,0,1
265,350,226,250,10,39,0,0,1
275,350,226,260,10,49,0,0,1
285,350,226,270,10,59,0,0,1
295,350,226,280,10,69,0,0,1
305,350,226,290,10,79,0,0,1
315,350,226,300,10,89,0,0,1
325,350,226,310,10,99,0,0,1
335,350,226,320,10,109,0,0,1
345,350,226,330,10,119,0,0,1
345,350,226,340,10,119,0,1,0
345,350,226,350,10,119,0,1,0
345,350,226,360,10,119,0,1,0
345,350,226,370,10,119,0,1,0
345,350,226,380,10,119,0,1,0
345,350,226,390,10,119,0,1,0
345,350,226,400,10,119,0,1,0
345,350,506,0,10,161,0,1,0
345,350,506,10,10,161,0,1,0
345,350,506,20,10,161,0,1,0
345,350,506,30,10,161,0,1,0
345,350,506,40,10,161,0,1,0
345,350,506,50,10,161,0,1,0
345,350,506,60,10,161,0,1,0
345,350,506,70,10,161,0,1,0
345,350,506,80,10,161,0,1,0
345,350,506,90,10,161,0,1,0
345,350,506,100,10,161,0,1,0
345,350,506,110,10,161,0,1,0
345,350,506,120,10,161,0,1,0
345,350,506,130,10,161,0,1,0
345,350,506,140,10,161,0,1,0
345,350,506,150,10,161,0,1,0
345,350,506,160,10,161,0,1,0
345,350,506,170,10,161,0,1,0
345,350,506,180,10,161,0,1,0
345,350,506,190,10,161,0,1,0
345,350,506,200,10,161,0,1,0
345,350,506,210,10,161,0,1,0
345,350,506,220,10,161,0,1,0
345,350,506,230,10,161,0,1,0
345,350,506,240,10,161,0,1,0
345,350,506,250,10,161,0,1,0
345,350,506,260,10,161,0,1,0
345,350,506,270,10,161,0,1,0
345,350,506,280,10,161,0,1,0
345,350,506,290,10,161,0,1,0
345,350,506,300,10,161,0,1,0
345,350,506,310,10,161,0,1,0
345,350,506,320,10,161,0,1,0
345,350,506,330,10,161,0,1,0
345,350,506,340,10,161,0,1,0
345,350,506,350,10,161,0,1,0
345,350,506,360,10,161,0,1,0
345,350,506,370,10,161,0,1,0
345,350,506,380,10,161,0,1,0
345,350,506,390,10,161,0,1,0
345,350,506,400,10,161,0,1,0
345,350,335,0,10,10,0,1,0
345,350,335,10,10,10,0,1,0
345,350,335,20,10,10,0,1,0
345,350,335,30,10,10,0,1,0
345,350,335,40,10,10,0,1,0
345,350,335,50,10,10,0,1,0
345,350,335,60,10,10,0,1,0
345,350,335,70,10,10,0,1,0
345,350,335,80,10,10,0,1,0
345,350,335,90,10,10,0,1,0
345,350,335,100,10,10,0,1,0
345,350,335,110,10,10,0,1,0
345,350,335,120,10,10,0,1,0
345,350,335,130,10,10,0,1,0
345,350,335,140,10,10,0,1,0
345,350,335,150,10,10,0,1,0
345,350,335,160,10,10,0,1,0
345,350,335,170,10,10,0,1,0
345,350,335,180,10,10,0,1,0
335,350,335,190,10,0,1,0,0
325,350,335,200,10,10,1,0,0
315,350,335,210,10,20,1,0,0
305,350,335,220,10,30,1,0,0
295,350,335,230,10,40,1,0,0
285,350,335,240,10,50,1,0,0
275,350,335,250,10,60,1,0,0
265,350,335,260,10,70,1,0,0
255,350,335,270,10,80,1,0,0
245,350,335,280,10,90,1,0,0
235,350,335,290,10,100,1,0,0
225,350,335,300,10,110,1,0,0
215,350,335,310,10,120,1,0,0
215,350,335,320,10,120,0,1,0
215,350,335,330,10,120,0,1,0
215,350,335,340,10,120,0,1,0
215,350,335,350,10,120,0,1,0
215,350,335,360,10,120,0,1,0
215,350,335,370,10,120,0,1,0
215,350,335,380,10,120,0,1,0
215,350,335,390,10,120,0,1,0
215,350,335,400,10,120,0,1,0
215,350,187,0,10,28,0,1,0
215,350,187,10,10,28,0,1,0
215,350,187,20,10,28,0,1,0
215,350,187,30,10,28,0,1,0
215,350,187,40,10,28,0,1,0
215,350,187,50,10,28,0,1,0
215,350,187,60,10,28,0,1,0
215,350,187,70,10,28,0,1,0
215,350,187,80,10,28,0,1,0
225,350,187,90,10,38,0,0,1
235,350,187,100,10,48,0,0,1
245,350,187,110,10,58,0,0,1
255,350,187,120,10,68,0,0,1
265,350,187,130,10,78,0,0,1
275,350,187,140,10,88,0,0,1
285,350,187,150,10,98,0,0,1
295,350,187,160,10,108,0,0,1
305,350,187,170,10,118,0,0,1
315,350,187,180,10,128,0,0,1
325,350,187,190,10,138,0,0,1
335,350,187,200,10,148,0,0,1
345,350,187,210,10,158,0,0,1
355,350,187,220,10,168,0,0,1
365,350,187,230,10,178,0,0,1
365,350,187,240,10,178,0,1,0
365,350,187,250,10,178,0,1,0
365,350,187,260,10,178,0,1,0
365,350,187,270,10,178,0,1,0
365,350,187,280,10,178,0,1,0
365,350,187,290,10,178,0,1,0
365,350,187,300,10,178,0,1,0
365,350,187,310,10,178,0,1,0
365,350,187,320,10,178,0,1,0
365,350,187,330,10,178,0,1,0
365,350,187,340,10,178,0,1,0
365,350,187,350,10,178,0,1,0
365,350,187,360,10,178,0,1,0
365,350,187,370,10,178,0,1,0
365,350,187,380,10,178,0,1,0
365,350,187,390,10,178,0,1,0
365,350,187,400,10,178,0,1,0
365,350,176,0,10,189,0,1,0
365,350,176,10,10,189,0,1,0
365,350,176,20,10,189,0,1,0
365,350,176,30,10,189,0,1,0
365,350,176,40,10,189,0,1,0
365,350,176,50,10,189,0,1,0
365,350,176,60,10,189,0,1,0
365,350,176,70,10,189,0,1,0
365,350,176,80,10,189,0,1,0
365,350,176,90,10,189,0,1,0
365,350,176,100,10,189,0,1,0
365,350,176,110,10,189,0,1,0
365,350,176,120,10,189,0,1,0
365,350,176,130,10,189,0,1,0
365,350,176,140,10,189,0,1,0
365,350,176,150,10,189,0,1,0
365,350,176,160,10,189,0,1,0
365,350,176,170,10,189,0,1,0
365,350,176,180,10,189,0,1,0
365,350,176,190,10,189,0,1,0
365,350,176,200,10,189,0,1,0
365,350,176,210,10,189,0,1,0
365,350,176,220,10,189,0,1,0
365,350,176,230,10,189,0,1,0
365,350,176,240,10,189,0,1,0
365,350,176,250,10,189,0,1,0
365,350,176,260,10,189,0,1,0
365,350,176,270,10,189,0,1,0
365,350,176,280,10,189,0,1,0
365,350,176,290,10,189,0,1,0
365,350,176,300,10,189,0,1,0
365,350,176,310,10,189,0,1,0
365,350,176,320,10,189,0,1,0
365,350,176,330,10,189,0,1,0
365,350,176,340,10,189,0,1,0
365,350,176,350,10,189,0,1,0
365,350,176,360,10,189,0,1,0
365,350,176,370,10,189,0,1,0
365,350,176,380,10,189,0,1,0
365,350,176,390,10,189,0,1,0
365,350,176,400,10,189,0,1,0
365,350,144,0,10,221,0,1,0
365,350,144,10,10,221,0,1,0
365,350,144,20,10,221,0,1,0
365,350,144,30,10,221,0,1,0
365,350,144,40,10,221,0,1,0
365,350,144,50,10,221,0,1,0
365,350,144,60,10,221,0,1,0
365,350,144,70,10,221,0,1,0
365,350,144,80,10,221,0,1,0
365,350,144,90,10,221,0,1,0
365,350,144,100,10,221,0,1,0
365,350,144,110,10,221,0,1,0
365,350,144,120,10,221,0,1,0
365,350,144,130,10,221,0,1,0
365,350,144,140,10,221,0,1,0
365,350,144,150,10,221,0,1,0
365,350,144,160,10,221,0,1,0
365,350,144,170,10,221,0,1,0
365,350,144,180,10,221,0,1,0
365,350,144,190,10,221,0,1,0
365,350,144,200,10,221,0,1,0
365,350,144,210,10,221,0,1,0
365,350,144,220,10,221,0,1,0
365,350,144,230,10,221,0,1,0
365,350,144,240,10,221,0,1,0
365,350,144,250,10,221,0,1,0
365,350,144,260,10,221,0,1,0
365,350,144,270,10,221,0,1,0
365,350,144,280,10,221,0,1,0
365,350,144,290,10,221,0,1,0
365,350,144,300,10,221,0,1,0
365,350,144,310,10,221,0,1,0
365,350,144,320,10,221,0,1,0
365,350,144,330,10,221,0,1,0
365,350,144,340,10,221,0,1,0
365,350,144,350,10,221,0,1,0
365,350,144,360,10,221,0,1,0
365,350,144,370,10,221,0,1,0
365,350,144,380,10,221,0,1,0
365,350,144,390,10,221,0,1,0
365,350,144,400,10,221,0,1,0
365,350,163,0,10,202,0,1,0
365,350,163,10,10,202,0,1,0
365,350,163,20,10,202,0,1,0
365,350,163,30,10,202,0,1,0
365,350,163,40,10,202,0,1,0
365,350,163,50,10,202,0,1,0
365,350,163,60,10,202,0,1,0
365,350,163,70,10,202,0,1,0
365,350,163,80,10,202,0,1,0
365,350,163,90,10,202,0,1,0
365,350,163,100,10,202,0,1,0
365,350,163,110,10,202,0,1,0
365,350,163,120,10,202,0,1,0
365,350,163,130,10,202,0,1,0
365,350,163,140,10,202,0,1,0
365,350,163,150,10,202,0,1,0
365,350,163,160,10,202,0,1,0
365,350,163,170,10,202,0,1,0
365,350,163,180,10,202,0,1,0
365,350,163,190,10,202,0,1,0
365,350,163,200,10,202,0,1,0
365,350,163,210,10,202,0,1,0
365,350,163,220,10,202,0,1,0
365,350,163,230,10,202,0,1,0
365,350,163,240,10,202,0,1,0
365,350,163,250,10,202,0,1,0
365,350,163,260,10,202,0,1,0
365,350,163,270,10,202,0,1,0
365,350,163,280,10,202,0,1,0
365,350,163,290,10,202,0,1,0
365,350,163,300,10,202,0,1,0
365,350,163,310,10,202,0,1,0
365,350,163,320,10,202,0,1,0
365,350,163,330,10,202,0,1,0
365,350,163,340,10,202,0,1,0
365,350,163,350,10,202,0,1,0
365,350,163,360,10,202,0,1,0
365,350,163,370,10,202,0,1,0
365,350,163,380,10,202,0,1,0
365,350,163,390,10,202,0,1,0
365,350,163,400,10,202,0,1,0
365,350,461,0,10,96,0,1,0
365,350,461,10,10,96,0,1,0
365,350,461,20,10,96,0,1,0
365,350,461,30,10,96,0,1,0
365,350,461,40,10,96,0,1,0
365,350,461,50,10,96,0,1,0
365,350,461,60,10,96,0,1,0
365,350,461,70,10,96,0,1,0
365,350,461,80,10,96,0,1,0
365,350,461,90,10,96,0,1,0
365,350,461,100,10,96,0,1,0
365,350,461,110,10,96,0,1,0
365,350,461,120,10,96,0,1,0
365,350,461,130,10,96,0,1,0
365,350,461,140,10,96,0,1,0
365,350,461,150,10,96,0,1,0
365,350,461,160,10,96,0,1,0
365,350,461,170,10,96,0,1,0
365,350,461,180,10,96,0,1,0
365,350,461,190,10,96,0,1,0
365,350,461,200,10,96,0,1,0
365,350,461,210,10,96,0,1,0
365,350,461,220,10,96,0,1,0
365,350,461,230,10,96,0,1,0
365,350,461,240,10,96,0,1,0
365,350,461,250,10,96,0,1,0
365,350,461,260,10,96,0,1,0
365,350,461,270,10,96,0,1,0
365,350,461,280,10,96,0,1,0
365,350,461,290,10,96,0,1,0
365,350,461,300,10,96,0,1,0
365,350,461,310,10,96,0,1,0
365,350,461,320,10,96,0,1,0
365,350,461,330,10,96,0,1,0
365,350,461,340,10,96,0,1,0
365,350,461,350,10,96,0,1,0
365,350,461,360,10,96,0,1,0
365,350,461,370,10,96,0,1,0
365,350,461,380,10,96,0,1,0
365,350,461,390,10,96,0,1,0
365,350,461,400,10,96,0,1,0
365,350,110,0,10,255,0,1,0
365,350,110,10,10,255,0,1,0
365,350,110,20,10,255,0,1,0
365,350,110,30,10,255,0,1,0
365,350,110,40,10,255,0,1,0
365,350,110,50,10,255,0,1,0
365,350,110,60,10,255,0,1,0
365,350,110,70,10,255,0,1,0
365,350,110,80,10,255,0,1,0
365,350,110,90,10,255,0,1,0
365,350,110,100,10,255,0,1,0
365,350,110,110,10,255,0,1,0
365,350,110,120,10,255,0,1,0
365,350,110,130,10,255,0,1,0
365,350,110,140,10,255,0,1,0
365,350,110,150,10,255,0,1,0
365,350,110,160,10,255,0,1,0
365,350,110,170,10,255,0,1,0
365,350,110,180,10,255,0,1,0
365,350,110,190,10,255,0,1,0
365,350,110,200,10,255,0,1,0
365,350,110,210,10,255,0,1,0
365,350,110,220,10,255,0,1,0
365,350,110,230,10,255,0,1,0
365,350,110,240,10,255,0,1,0
365,350,110,250,10,255,0,1,0
365,350,110,260,10,255,0,1,0
365,350,110,270,10,255,0,1,0
365,350,110,280,10,255,0,1,0
365,350,110,290,10,255,0,1,0
365,350,110,300,10,255,0,1,0
365,350,110,310,10,255,0,1,0
365,350,110,320,10,255,0,1,0
365,350,110,330,10,255,0,1,0
365,350,110,340,10,255,0,1,0
365,350,110,350,10,255,0,1,0
365,350,110,360,10,255,0,1,0
365,350,110,370,10,255,0,1,0
365,350,110,380,10,255,0,1,0
365,350,110,390,10,255,0,1,0
365,350,110,400,10,255,0,1,0
365,350,422,0,10,57,0,1,0
365,350,422,10,10,57,0,1,0
365,350,422,20,10,57,0,1,0
365,350,422,30,10,57,0,1,0
365,350,422,40,10,57,0,1,0
365,350,422,50,10,57,0,1,0
365,350,422,60,10,57,0,1,0
365,350,422,70,10,57,0,1,0
365,350,422,80,10,57,0,1,0
365,350,422,90,10,57,0,1,0
365,350,422,100,10,57,0,1,0
365,350,422,110,10,57,0,1,0
365,350,422,120,10,57,0,1,0
365,350,422,130,10,57,0,1,0
365,350,422,140,10,57,0,1,0
365,350,422,150,10,57,0,1,0
365,350,422,160,10,57,0,1,0
365,350,422,170,10,57,0,1,0
365,350,422,180,10,57,0,1,0
365,350,422,190,10,57,0,1,0
365,350,422,200,10,57,0,1,0
355,350,422,210,10,67,1,0,0
345,350,422,220,10,77,1,0,0
335,350,422,230,10,87,1,0,0
325,350,422,240,10,97,1,0,0
315,350,422,250,10,107,1,0,0
305,350,422,260,10,117,1,0,0
295,350,422,270,10,127,1,0,0
285,350,422,280,10,137,1,0,0
275,350,422,290,10,147,1,0,0
265,350,422,300,10,157,1,0,0
255,350,422,310,10,167,1,0,0
